,symboling,normalized-losses,make,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-L/100km,highway-L/100km,price,fuel-type-diesel,fuel-type-gas,aspiration-type-std,aspiration-type-turbo
99,0,108,nissan,four,wagon,fwd,front,100.4,0.8439260842538647,0.2907227015409897,0.9532282901212099,3296,ohcv,six,181,mpfi,3.43,3.27,9.0,152,5200.0,13.823529411764707,10.681818181818182,14399.0,0,1,1,0
100,0,108,nissan,four,sedan,fwd,front,100.4,0.8439260842538647,0.2907227015409897,0.5447018800692545,3060,ohcv,six,181,mpfi,3.43,3.27,9.0,152,5200.0,12.368421052631579,9.4,13499.0,0,1,1,0
101,3,194,nissan,two,hatchback,rwd,front,91.3,-0.2841215125296586,0.956922768427235,-1.661340734211304,3071,ohcv,six,181,mpfi,3.43,3.27,9.0,160,5200.0,12.368421052631579,9.4,17199.0,0,1,1,0
102,3,194,nissan,two,hatchback,rwd,front,91.3,-0.2841215125296586,0.956922768427235,-1.661340734211304,3139,ohcv,six,181,mpfi,3.43,3.27,7.8,200,5200.0,13.823529411764707,10.217391304347826,19699.0,0,1,0,1
103,1,231,nissan,two,hatchback,rwd,front,99.2,0.34888361372296667,0.956922768427235,-1.661340734211304,3139,ohcv,six,181,mpfi,3.43,3.27,9.0,160,5200.0,12.368421052631579,9.4,18399.0,0,1,1,0
104,0,161,peugot,four,sedan,rwd,front,107.9,1.0143505413218785,1.1948513637437503,1.1983441361523837,3020,l,four,120,mpfi,3.46,3.19,8.4,97,5000.0,12.368421052631579,9.791666666666666,11900.0,0,1,1,0
105,0,161,peugot,four,sedan,rwd,front,107.9,1.0143505413218785,1.1948513637437503,1.1983441361523837,3197,l,four,152,idi,3.7,3.52,21.0,95,4150.0,8.392857142857142,7.121212121212121,13200.0,1,0,0,1
106,0,122,peugot,four,wagon,rwd,front,114.2,2.004435482383677,1.1948513637437503,2.0153969562562946,3230,l,four,120,mpfi,3.46,3.19,8.4,97,5000.0,12.368421052631579,9.791666666666666,12440.0,0,1,1,0
107,0,122,peugot,four,wagon,rwd,front,114.2,2.004435482383677,1.1948513637437503,2.0153969562562946,3430,l,four,152,idi,3.7,3.52,21.0,95,4150.0,9.4,9.4,13860.0,1,0,0,1
108,0,161,peugot,four,sedan,rwd,front,107.9,1.0143505413218785,1.1948513637437503,1.1983441361523837,3075,l,four,120,mpfi,3.46,2.19,8.4,95,5000.0,12.368421052631579,9.791666666666666,15580.0,0,1,1,0
109,0,161,peugot,four,sedan,rwd,front,107.9,1.0143505413218785,1.1948513637437503,1.1983441361523837,3252,l,four,152,idi,3.7,3.52,21.0,95,4150.0,8.392857142857142,7.121212121212121,16900.0,1,0,0,1
110,0,122,peugot,four,wagon,rwd,front,114.2,2.004435482383677,1.1948513637437503,1.1983441361523837,3285,l,four,120,mpfi,3.46,2.19,8.4,95,5000.0,12.368421052631579,9.791666666666666,16695.0,0,1,1,0
111,0,122,peugot,four,wagon,rwd,front,114.2,2.004435482383677,1.1948513637437503,2.0153969562562946,3485,l,four,152,idi,3.7,3.52,21.0,95,4150.0,9.4,9.4,17075.0,1,0,0,1
112,0,161,peugot,four,sedan,rwd,front,107.9,1.0143505413218785,1.1948513637437503,1.1983441361523837,3075,l,four,120,mpfi,3.46,3.19,8.4,97,5000.0,12.368421052631579,9.791666666666666,16630.0,0,1,1,0
113,0,161,peugot,four,sedan,rwd,front,107.9,1.0143505413218785,1.1948513637437503,1.1983441361523837,3252,l,four,152,idi,3.7,3.52,21.0,95,4150.0,8.392857142857142,7.121212121212121,17950.0,1,0,0,1
114,0,161,peugot,four,sedan,rwd,front,108.0,1.0143505413218785,1.1472656446804432,0.9123756491160138,3130,l,four,134,mpfi,3.61,3.21,7.0,142,5600.0,13.055555555555555,9.791666666666666,18150.0,0,1,0,1
115,1,119,plymouth,two,hatchback,fwd,front,93.7,-1.3715918576303192,-0.9940917131681937,-1.2119616831541553,1918,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500.0,6.351351351351352,5.7317073170731705,5572.0,0,1,1,0
116,1,119,plymouth,two,hatchback,fwd,front,93.7,-1.3715918576303192,-0.9940917131681937,-1.2119616831541553,2128,ohc,four,98,spdi,3.03,3.39,7.6,102,5500.0,9.791666666666666,7.833333333333333,7957.0,0,1,0,1
117,1,154,plymouth,four,hatchback,fwd,front,93.7,-1.3715918576303192,-0.9940917131681937,-1.2936669651645447,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500.0,7.580645161290323,6.184210526315789,6229.0,0,1,1,0
118,1,154,plymouth,four,sedan,fwd,front,93.7,-0.5600468239731085,-0.9940917131681937,-1.2119616831541553,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500.0,7.580645161290323,6.184210526315789,6692.0,0,1,1,0
119,1,154,plymouth,four,sedan,fwd,front,93.7,-0.5600468239731085,-0.9940917131681937,-1.2119616831541553,2191,ohc,four,98,2bbl,2.97,3.23,9.4,68,5500.0,7.580645161290323,6.184210526315789,7609.0,0,1,1,0
120,-1,74,plymouth,four,wagon,fwd,front,103.3,0.03238105059665401,-0.6134059606617708,2.464776007313443,2535,ohc,four,122,2bbl,3.35,3.46,8.5,88,5000.0,9.791666666666666,7.833333333333333,8921.0,0,1,1,0
121,3,122,plymouth,two,hatchback,rwd,front,95.9,-0.08123525411535595,0.1955512634143823,-1.4570775291853262,2818,ohc,four,156,spdi,3.59,3.86,7.0,145,5000.0,12.368421052631579,9.791666666666666,12764.0,0,1,0,1
122,3,186,porsche,two,hatchback,rwd,front,94.5,-0.4301996185879552,1.1472656446804432,-1.4570775291853262,2778,ohc,four,151,mpfi,3.94,3.11,9.5,143,5500.0,12.368421052631579,8.703703703703704,22018.0,0,1,1,0
123,3,122,porsche,two,hardtop,rwd,rear,89.5,-0.4301996185879552,-0.4230630844085559,-0.8851405551125894,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900.0,13.823529411764707,9.4,32528.0,0,1,1,0
124,3,122,porsche,two,hardtop,rwd,rear,89.5,-0.4301996185879552,-0.4230630844085559,-0.8851405551125894,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900.0,13.823529411764707,9.4,34028.0,0,1,1,0
125,3,122,porsche,two,convertible,rwd,rear,89.5,-0.4301996185879552,-0.4230630844085559,-0.8851405551125894,2800,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900.0,13.823529411764707,9.4,37028.0,0,1,1,0
126,0,122,renault,four,wagon,fwd,front,96.1,0.5923471238201299,0.2907227015409897,0.5855545210744506,2579,ohc,four,132,mpfi,3.46,3.9,8.7,104.25615763546799,5125.369458128079,10.217391304347826,7.580645161290323,9295.0,0,1,1,0
127,2,122,renault,two,hatchback,fwd,front,96.1,0.21092095800124178,0.33830842060429006,-1.3345196061697409,2460,ohc,four,132,mpfi,3.46,3.9,8.7,104.25615763546799,5125.369458128079,10.217391304347826,7.580645161290323,9895.0,0,1,1,0
128,3,150,saab,two,hatchback,fwd,front,99.1,1.0062350909853068,0.2907227015409897,0.9532282901212099,2658,ohc,four,121,mpfi,3.54,3.07,9.31,110,5250.0,11.19047619047619,8.392857142857142,11850.0,0,1,1,0
129,2,104,saab,four,sedan,fwd,front,99.1,1.0062350909853068,0.2907227015409897,0.9532282901212099,2695,ohc,four,121,mpfi,3.54,3.07,9.3,110,5250.0,11.19047619047619,8.392857142857142,12170.0,0,1,1,0
130,3,150,saab,two,hatchback,fwd,front,99.1,1.0062350909853068,0.2907227015409897,0.9532282901212099,2707,ohc,four,121,mpfi,2.54,2.07,9.3,110,5250.0,11.19047619047619,8.392857142857142,15040.0,0,1,1,0
131,2,104,saab,four,sedan,fwd,front,99.1,1.0062350909853068,0.2907227015409897,0.9532282901212099,2758,ohc,four,121,mpfi,3.54,3.07,9.3,110,5250.0,11.19047619047619,8.392857142857142,15510.0,0,1,1,0
132,3,150,saab,two,hatchback,fwd,front,99.1,1.0062350909853068,0.2907227015409897,0.9532282901212099,2808,dohc,four,121,mpfi,3.54,3.07,9.0,160,5500.0,12.368421052631579,9.038461538461538,18150.0,0,1,0,1
133,2,104,saab,four,sedan,fwd,front,99.1,1.0062350909853068,0.2907227015409897,0.9532282901212099,2847,dohc,four,121,mpfi,3.54,3.07,9.0,160,5500.0,12.368421052631579,9.038461538461538,18620.0,0,1,0,1
134,2,83,subaru,two,hatchback,fwd,front,93.7,-1.4040536589766082,-1.1844345894214052,-0.027235094003482462,2050,ohcf,four,97,2bbl,3.62,2.36,9.0,69,4900.0,7.580645161290323,6.527777777777778,5118.0,0,1,1,0
135,2,83,subaru,two,hatchback,fwd,front,93.7,-1.3228991556108871,-1.0892631512947977,-0.027235094003482462,2120,ohcf,four,108,2bbl,3.62,2.64,8.7,73,4400.0,9.038461538461538,7.580645161290323,7053.0,0,1,1,0
136,2,83,subaru,two,hatchback,4wd,front,93.3,-1.3715918576303192,-0.9940917131681937,0.7898177261004283,2240,ohcf,four,108,2bbl,3.62,2.64,8.7,73,4400.0,9.038461538461538,7.580645161290323,7603.0,0,1,1,0
137,0,102,subaru,four,sedan,fwd,front,97.2,-0.17862065815422032,-0.232720208155341,-0.5174667860658301,2145,ohcf,four,108,2bbl,3.62,2.64,9.5,82,4800.0,7.34375,6.351351351351352,7126.0,0,1,1,0
138,0,102,subaru,four,sedan,fwd,front,97.2,-0.17862065815422032,-0.232720208155341,-0.5174667860658301,2190,ohcf,four,108,2bbl,3.62,2.64,9.5,82,4400.0,8.392857142857142,7.121212121212121,7775.0,0,1,1,0
139,0,102,subaru,four,sedan,fwd,front,97.2,-0.17862065815422032,-0.232720208155341,-0.5174667860658301,2340,ohcf,four,108,mpfi,3.62,2.64,9.0,94,5200.0,9.038461538461538,7.34375,9960.0,0,1,1,0
140,0,102,subaru,four,sedan,4wd,front,97.0,-0.17862065815422032,-0.232720208155341,0.21788075202768845,2385,ohcf,four,108,2bbl,3.62,2.64,9.0,82,4800.0,9.791666666666666,9.4,9233.0,0,1,1,0
141,0,102,subaru,four,sedan,4wd,front,97.0,-0.17862065815422032,-0.232720208155341,0.21788075202768845,2510,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800.0,9.791666666666666,8.10344827586207,11259.0,0,1,0,1
142,0,89,subaru,four,wagon,fwd,front,97.0,-0.056888903105638704,-0.232720208155341,-0.3132035810398524,2290,ohcf,four,108,2bbl,3.62,2.64,9.0,82,4800.0,8.392857142857142,7.34375,7463.0,0,1,1,0
143,0,89,subaru,four,wagon,fwd,front,97.0,-0.056888903105638704,-0.232720208155341,-0.3132035810398524,2455,ohcf,four,108,mpfi,3.62,2.64,9.0,94,5200.0,9.4,7.580645161290323,10198.0,0,1,1,0
144,0,85,subaru,four,wagon,4wd,front,96.9,-0.04877345276906706,-0.232720208155341,0.46299659805886223,2420,ohcf,four,108,2bbl,3.62,2.64,9.0,82,4800.0,10.217391304347826,8.10344827586207,8013.0,0,1,1,0
145,0,85,subaru,four,wagon,4wd,front,96.9,-0.04877345276906706,-0.232720208155341,0.46299659805886223,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800.0,10.217391304347826,10.217391304347826,11694.0,0,1,0,1
146,1,87,toyota,two,hatchback,fwd,front,95.7,-1.2579755529183116,-1.0892631512947977,0.29958603403808065,1985,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,6.714285714285714,6.0256410256410255,5348.0,0,1,1,0
147,1,87,toyota,two,hatchback,fwd,front,95.7,-1.2579755529183116,-1.0892631512947977,0.29958603403808065,2040,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,7.580645161290323,6.184210526315789,6338.0,0,1,1,0
148,1,74,toyota,four,hatchback,fwd,front,95.7,-1.2579755529183116,-1.0892631512947977,0.29958603403808065,2015,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,7.580645161290323,6.184210526315789,6488.0,0,1,1,0
149,0,77,toyota,four,wagon,fwd,front,95.7,-0.3652760158953797,-1.0892631512947977,2.178807520277076,2280,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,7.580645161290323,6.351351351351352,6918.0,0,1,1,0
150,0,81,toyota,four,wagon,4wd,front,95.7,-0.3652760158953797,-1.0892631512947977,2.178807520277076,2290,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,8.703703703703704,7.34375,7898.0,0,1,1,0
151,0,91,toyota,four,wagon,4wd,front,95.7,-0.3652760158953797,-1.0892631512947977,2.178807520277076,3110,ohc,four,92,2bbl,3.05,3.03,9.0,62,4800.0,8.703703703703704,7.34375,8778.0,0,1,1,0
152,0,91,toyota,four,sedan,fwd,front,95.7,-0.6412013273388295,-0.7085773987883714,-0.3132035810398524,2081,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,7.833333333333333,6.351351351351352,6938.0,0,1,1,0
153,0,91,toyota,four,hatchback,fwd,front,95.7,-0.6412013273388295,-0.7085773987883714,-0.39490886305024464,2109,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,7.833333333333333,6.351351351351352,7198.0,0,1,1,0
154,0,91,toyota,four,sedan,fwd,front,95.7,-0.6412013273388295,-0.7085773987883714,-0.3132035810398524,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500.0,6.911764705882353,6.527777777777778,7898.0,1,0,1,0
155,0,91,toyota,four,hatchback,fwd,front,95.7,-0.6412013273388295,-0.7085773987883714,-0.39490886305024464,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500.0,6.184210526315789,5.0,7788.0,1,0,1,0
156,0,91,toyota,four,sedan,fwd,front,95.7,-0.6412013273388295,-0.7085773987883714,-0.3132035810398524,2094,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,6.184210526315789,5.0,7738.0,0,1,1,0
157,0,91,toyota,four,hatchback,fwd,front,95.7,-0.6412013273388295,-0.7085773987883714,-0.39490886305024464,2122,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,8.392857142857142,6.911764705882353,8358.0,0,1,1,0
158,0,91,toyota,four,sedan,fwd,front,95.7,-0.6412013273388295,-0.7085773987883714,-0.39490886305024464,2140,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,8.392857142857142,6.911764705882353,9258.0,0,1,1,0
159,1,168,toyota,two,sedan,rwd,front,94.5,-0.4464305192611008,-0.8989202750415862,-0.47661414506063393,2169,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,8.10344827586207,6.911764705882353,8058.0,0,1,1,0
160,1,168,toyota,two,hatchback,rwd,front,94.5,-0.4464305192611008,-0.8989202750415862,-0.47661414506063393,2204,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800.0,8.10344827586207,6.911764705882353,8238.0,0,1,1,0
161,1,168,toyota,two,sedan,rwd,front,94.5,-0.4464305192611008,-0.8989202750415862,-0.47661414506063393,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600.0,9.038461538461538,8.10344827586207,9298.0,0,1,1,0
162,1,168,toyota,two,hatchback,rwd,front,94.5,-0.4464305192611008,-0.8989202750415862,-0.47661414506063393,2300,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600.0,9.038461538461538,8.10344827586207,9538.0,0,1,1,0
163,2,134,toyota,two,hardtop,rwd,front,98.4,0.16222825598180726,-0.13754877002874033,-0.7217299910918078,2540,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,9.791666666666666,7.833333333333333,8449.0,0,1,1,0
164,2,134,toyota,two,hardtop,rwd,front,98.4,0.16222825598180726,-0.13754877002874033,-0.7217299910918078,2536,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,9.791666666666666,7.833333333333333,9639.0,0,1,1,0
165,2,134,toyota,two,hatchback,rwd,front,98.4,0.16222825598180726,-0.13754877002874033,-0.7217299910918078,2551,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,9.791666666666666,7.833333333333333,9989.0,0,1,1,0
166,2,134,toyota,two,hardtop,rwd,front,98.4,0.16222825598180726,-0.13754877002874033,-0.7217299910918078,2679,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,9.791666666666666,7.833333333333333,11199.0,0,1,1,0
167,2,134,toyota,two,hatchback,rwd,front,98.4,0.16222825598180726,-0.13754877002874033,-0.7217299910918078,2714,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,9.791666666666666,7.833333333333333,11549.0,0,1,1,0
168,2,134,toyota,two,convertible,rwd,front,98.4,0.16222825598180726,-0.13754877002874033,-0.3132035810398524,2975,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800.0,9.791666666666666,7.833333333333333,17669.0,0,1,1,0
169,-1,65,toyota,four,sedan,fwd,front,102.4,0.1135355539623751,0.2907227015409897,0.46299659805886223,2326,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200.0,8.10344827586207,6.911764705882353,8948.0,0,1,1,0
170,-1,65,toyota,four,sedan,fwd,front,102.4,0.1135355539623751,0.2907227015409897,0.46299659805886223,2480,ohc,four,110,idi,3.27,3.35,22.5,73,4500.0,7.833333333333333,7.121212121212121,10698.0,1,0,0,1
171,-1,65,toyota,four,hatchback,fwd,front,102.4,0.1135355539623751,0.2907227015409897,0.054470188006906874,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200.0,8.703703703703704,7.34375,9988.0,0,1,1,0
172,-1,65,toyota,four,sedan,fwd,front,102.4,0.1135355539623751,0.2907227015409897,0.46299659805886223,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200.0,8.703703703703704,7.34375,10898.0,0,1,1,0
173,-1,65,toyota,four,hatchback,fwd,front,102.4,0.1135355539623751,0.2907227015409897,0.054470188006906874,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200.0,8.703703703703704,7.34375,11248.0,0,1,1,0
174,3,197,toyota,two,hatchback,rwd,front,102.9,0.754656130551572,0.8617513303006276,-0.7217299910918078,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200.0,11.75,9.791666666666666,16558.0,0,1,1,0
175,3,197,toyota,two,hatchback,rwd,front,102.9,0.754656130551572,0.8617513303006276,-0.7217299910918078,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200.0,12.368421052631579,9.791666666666666,15998.0,0,1,1,0
176,-1,90,toyota,four,sedan,rwd,front,104.5,1.1036204950241737,0.2907227015409897,0.1361754700172991,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156,5200.0,11.75,9.791666666666666,15690.0,0,1,1,0
177,-1,122,toyota,four,wagon,rwd,front,104.5,1.1036204950241737,0.2907227015409897,0.1361754700172991,3151,dohc,six,161,mpfi,3.27,3.35,9.2,156,5200.0,12.368421052631579,9.791666666666666,15750.0,0,1,1,0
178,2,122,volkswagen,two,sedan,fwd,front,97.3,-0.20296700916393756,-0.18513448909204067,0.7898177261004283,2261,ohc,four,97,idi,3.01,3.4,23.0,52,4800.0,6.351351351351352,5.108695652173913,7775.0,1,0,1,0
179,2,122,volkswagen,two,sedan,fwd,front,97.3,-0.20296700916393756,-0.18513448909204067,0.7898177261004283,2209,ohc,four,109,mpfi,3.19,3.4,9.0,85,5250.0,8.703703703703704,6.911764705882353,7975.0,0,1,1,0
180,2,94,volkswagen,four,sedan,fwd,front,97.3,-0.20296700916393756,-0.18513448909204067,0.7898177261004283,2264,ohc,four,97,idi,3.01,3.4,23.0,52,4800.0,6.351351351351352,5.108695652173913,7995.0,1,0,1,0
181,2,94,volkswagen,four,sedan,fwd,front,97.3,-0.20296700916393756,-0.18513448909204067,0.7898177261004283,2212,ohc,four,109,mpfi,3.19,3.4,9.0,85,5250.0,8.703703703703704,6.911764705882353,8195.0,0,1,1,0
182,2,94,volkswagen,four,sedan,fwd,front,97.3,-0.20296700916393756,-0.18513448909204067,0.7898177261004283,2275,ohc,four,109,mpfi,3.19,3.4,9.0,85,5250.0,8.703703703703704,6.911764705882353,8495.0,0,1,1,0
183,2,94,volkswagen,four,sedan,fwd,front,97.3,-0.20296700916393756,-0.18513448909204067,0.7898177261004283,2319,ohc,four,97,idi,3.01,3.4,23.0,68,4500.0,6.351351351351352,5.595238095238095,9495.0,1,0,0,1
184,2,94,volkswagen,four,sedan,fwd,front,97.3,-0.20296700916393756,-0.18513448909204067,0.7898177261004283,2300,ohc,four,109,mpfi,3.19,3.4,10.0,100,5500.0,9.038461538461538,7.34375,9995.0,0,1,1,0
185,3,122,volkswagen,two,convertible,fwd,front,94.5,-1.209282850898877,-0.8037488369149789,0.7489650850952322,2254,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500.0,9.791666666666666,8.10344827586207,11595.0,0,1,1,0
186,3,256,volkswagen,two,hatchback,fwd,front,94.5,-0.689894029358264,-0.8989202750415862,-0.9668458371229816,2221,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500.0,9.791666666666666,8.10344827586207,9980.0,0,1,1,0
187,0,122,volkswagen,four,sedan,fwd,front,100.4,0.48684626944469156,0.4810655777942046,0.5447018800692545,2661,ohc,five,136,mpfi,3.19,3.4,8.5,110,5500.0,12.368421052631579,9.791666666666666,13295.0,0,1,1,0
188,0,122,volkswagen,four,sedan,fwd,front,100.4,0.48684626944469156,0.4810655777942046,0.5447018800692545,2579,ohc,four,97,idi,3.01,3.4,23.0,68,4500.0,7.121212121212121,6.184210526315789,13845.0,1,0,0,1
189,0,122,volkswagen,four,wagon,fwd,front,100.4,0.7221943292052831,0.4810655777942046,0.5447018800692545,2563,ohc,four,109,mpfi,3.19,3.4,9.0,88,5500.0,9.4,7.580645161290323,12290.0,0,1,1,0
190,-2,103,volvo,four,sedan,rwd,front,104.3,1.1847749983898948,0.6238227349841123,0.9940809311264059,2912,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,10.217391304347826,8.392857142857142,12940.0,0,1,1,0
191,-1,74,volvo,four,wagon,rwd,front,104.3,1.1847749983898948,0.6238227349841123,1.5251652641939468,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,10.217391304347826,8.392857142857142,13415.0,0,1,1,0
192,-2,103,volvo,four,sedan,rwd,front,104.3,1.1847749983898948,0.6238227349841123,0.9940809311264059,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,9.791666666666666,8.392857142857142,15985.0,0,1,1,0
193,-1,74,volvo,four,wagon,rwd,front,104.3,1.1847749983898948,0.6238227349841123,1.5251652641939468,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,9.791666666666666,8.392857142857142,16515.0,0,1,1,0
194,-2,103,volvo,four,sedan,rwd,front,104.3,1.1847749983898948,0.6238227349841123,0.9940809311264059,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100.0,13.823529411764707,10.681818181818182,18420.0,0,1,0,1
195,-1,74,volvo,four,wagon,rwd,front,104.3,1.1847749983898948,0.6238227349841123,1.5251652641939468,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100.0,13.823529411764707,10.681818181818182,18950.0,0,1,0,1
196,-1,95,volvo,four,sedan,rwd,front,109.1,1.1847749983898948,1.4327799590602655,0.708112444090036,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,10.217391304347826,8.392857142857142,16845.0,0,1,1,0
197,-1,95,volvo,four,sedan,rwd,front,109.1,1.1847749983898948,1.3851942399969583,0.708112444090036,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160,5300.0,12.368421052631579,9.4,19045.0,0,1,0,1
198,-1,95,volvo,four,sedan,rwd,front,109.1,1.1847749983898948,1.4327799590602655,0.708112444090036,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134,5500.0,13.055555555555555,10.217391304347826,21485.0,0,1,1,0
199,-1,95,volvo,four,sedan,rwd,front,109.1,1.1847749983898948,1.4327799590602655,0.708112444090036,3217,ohc,six,145,idi,3.01,3.4,23.0,106,4800.0,9.038461538461538,8.703703703703704,22470.0,1,0,0,1
200,-1,95,volvo,four,sedan,rwd,front,109.1,1.1847749983898948,1.4327799590602655,0.708112444090036,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400.0,12.368421052631579,9.4,22625.0,0,1,0,1
